1	,	0,	0
2	,	0,	0
3	,	0,	0
4	,	0,	0
5	,	0,	0
6	,	0,	0
7	,	0,	0
8	,	0.00742769,	0.0031833
9	,	0,	0
10	,	0,	0
11	,	0,	0
12	,	0,	0
13	,	0,	0
14	,	0,	0
15	,	0,	0
16	,	0,	0
17	,	0.00948569,	0.0040653
18	,	0,	0
19	,	0,	0
20	,	0,	0
21	,	0,	0
22	,	0,	0
23	,	0,	0
24	,	0,	0
25	,	0,	0
26	,	0,	0
27	,	0,	0
28	,	0,	0
29	,	0,	0
30	,	0,	0
31	,	0,	0
32	,	0,	0
33	,	0,	0
34	,	0,	0
35	,	0.00318196,	0.0013637
36	,	0,	0
37	,	3.52547e-07,	1.39988e-07
38	,	0,	0
39	,	0,	0
40	,	0,	0
41	,	0,	0
42	,	0,	0
43	,	0,	0
44	,	5.33339e-06,	2.28574e-06
45	,	0,	0
46	,	0,	0
47	,	0,	0
48	,	1.4196e-06,	6.03547e-07
49	,	1.49222e-06,	6.39523e-07
50	,	1.61886e-06,	6.93799e-07
51	,	0,	0
52	,	0,	0
53	,	0,	0
54	,	0,	0
55	,	0,	0
56	,	0,	0
57	,	0,	0
58	,	0,	0
59	,	0,	0
60	,	0,	0
61	,	0,	0
62	,	0,	0
63	,	0,	0
64	,	0,	0
65	,	0,	0
66	,	0,	0
67	,	1.62744e-06,	6.97474e-07
68	,	2.23109e-06,	9.56181e-07
69	,	2.45018e-06,	1.05008e-06
70	,	0.100361,	0.0430117
71	,	0.00061565,	0.00026385
72	,	8.04997e-05,	3.44999e-05
73	,	0.00804199,	0.00344656
74	,	1.44584e-05,	6.19645e-06
75	,	0.000850148,	0.000364349
76	,	0.00507083,	0.00217321
77	,	0.00614823,	0.00263496
78	,	0.00485434,	0.00208043
79	,	0.0999491,	0.0428353
80	,	0.115373,	0.0494454
81	,	0.0029509,	0.00126467
82	,	0.0933146,	0.039992
83	,	2.51474e-05,	1.07775e-05
84	,	0.00118652,	0.00050851
85	,	0.00501391,	0.00214882
86	,	0.0068296,	0.00292697
87	,	0.00668939,	0.00286688
88	,	0.0109356,	0.00468666
89	,	0.00221454,	0.000949087
90	,	0.00290289,	0.0012441
91	,	0.0845094,	0.0362183
92	,	0.000467873,	0.000200517
93	,	0.00171543,	0.000735184
94	,	0.00647503,	0.00277501
95	,	0.00709,	0.00303857
96	,	0.0108761,	0.00466121
97	,	0.00643712,	0.00275876
98	,	0.00345492,	0.00148068
99	,	0.00202825,	0.00086925
100	,	0.0163477,	0.00700616
101	,	0.00076668,	0.000328577
102	,	0.00218281,	0.000935492
103	,	0.00677187,	0.00290223
104	,	0.00522209,	0.00223804
105	,	0.00489721,	0.0020988
106	,	0.00549898,	0.00235671
107	,	0.0179126,	0.00767681
108	,	0.00121864,	0.000522272
109	,	0.0163977,	0.0070276
110	,	0.000431797,	0.000185056
111	,	0.000854513,	0.00036622
112	,	0.00249355,	0.00106866
