6	,	7.56563,	0
12	,	38.1689,	0
18	,	41.9022,	0
24	,	62.2003,	0
30	,	37.9122,	0
36	,	38.5068,	0
42	,	30.6609,	0
48	,	45.5102,	0
54	,	26.638,	0
60	,	27.9021,	0
66	,	35.898,	0
72	,	42.2698,	0
78	,	57.0269,	0
84	,	20.5256,	0
90	,	87.8189,	0
96	,	13.165,	0
102	,	27.6865,	0
108	,	36.7759,	0
114	,	28.7958,	0
120	,	40.1302,	0
126	,	36.3946,	0
132	,	24.1474,	0
138	,	7.43681,	0
144	,	5.82557,	0
150	,	35.1865,	0
156	,	37.7017,	0
162	,	8.00278,	0
168	,	97.262,	0
174	,	36.0739,	0
180	,	63.3419,	0
186	,	936.566,	0
192	,	121.631,	0
198	,	903.65,	0
204	,	195.155,	0
210	,	133.911,	0
216	,	22.0807,	0
222	,	167.187,	0
228	,	132.731,	0
234	,	148.02,	0
240	,	177.124,	0
246	,	219.629,	0
252	,	101.383,	0
258	,	109.463,	0
264	,	201.856,	0
270	,	159.861,	0
276	,	99.2661,	0
282	,	73.3284,	0
288	,	216.217,	0
294	,	139.116,	0
300	,	157.757,	0
306	,	134.704,	0
312	,	138.077,	0
318	,	39.2249,	0
324	,	97.7092,	0
330	,	91.788,	0
336	,	78.8217,	0
342	,	189.726,	0
348	,	69.5396,	0
354	,	160.949,	0
360	,	101.914,	0
366	,	82.6473,	0
372	,	202.859,	0
378	,	163.927,	0
384	,	302.294,	0
390	,	119.911,	0
396	,	85.3164,	0
402	,	82.2772,	0
408	,	189.426,	0
414	,	170.737,	0
420	,	144.198,	0
426	,	64.1203,	0
432	,	523.333,	0
438	,	52.8083,	0
444	,	123.237,	0
450	,	50.5905,	0
456	,	182.322,	0
462	,	75.9533,	0
468	,	72.3083,	0
474	,	227.204,	0
480	,	99.5371,	0
486	,	197.286,	0
492	,	129.554,	0
498	,	99.9382,	0
504	,	157.984,	0
510	,	269.639,	0
516	,	278.39,	0
522	,	166.094,	0
528	,	286.652,	0
534	,	184.04,	0
540	,	299.803,	0
546	,	114.035,	0
552	,	265.063,	0
558	,	192.635,	0
564	,	262.735,	0
570	,	115.412,	0
576	,	297.892,	0
582	,	166.808,	0
588	,	194.775,	0
594	,	196.205,	0
600	,	151.089,	0
606	,	190.146,	0
612	,	201.321,	0
618	,	205.613,	0
624	,	281.231,	0
630	,	121.7,	0
636	,	178.276,	0
642	,	146.064,	0
648	,	161.064,	0
654	,	214.006,	0
660	,	148.224,	0
666	,	222.247,	0
672	,	203.292,	0
678	,	210.183,	0
684	,	202.876,	0
690	,	265.109,	0
696	,	398.07,	0
702	,	194.667,	0
708	,	260.098,	0
714	,	183.363,	0
720	,	183.363,	0
