6	,	+2.20129
12	,	+1.58147
18	,	+4.05926
24	,	+0.347254
30	,	-1.0734
36	,	-1.09756
42	,	-1.09756
48	,	-1.09756
54	,	-1.09756
60	,	-1.25764
66	,	-1.57538
72	,	-3.93636
78	,	-4.31248
84	,	-5.02048
90	,	-5.66824
96	,	-6.30436
102	,	-9.73939
108	,	-9.78781
114	,	-10.3961
120	,	-10.6594
126	,	-12.0304
132	,	-11.9166
138	,	-13.5986
144	,	-15.2282
150	,	-19.9405
156	,	-20.6205
162	,	-20.5508
168	,	-22.3709
174	,	-22.1206
180	,	-24.857
186	,	-25.7482
192	,	-28.2051
198	,	-28.5992
204	,	-28.5992
210	,	-28.5992
216	,	-28.5992
222	,	-28.5992
228	,	-28.5992
234	,	-28.5992
240	,	-28.5992
246	,	-57.9164
252	,	-99.8039
258	,	-112.641
264	,	-142.619
270	,	-156.138
276	,	-183.369
282	,	-183.374
288	,	-183.346
294	,	-183.374
300	,	-187.678
306	,	-205.668
312	,	-206.644
318	,	-206.644
324	,	-206.644
330	,	-206.644
336	,	-212.169
342	,	-212.223
348	,	-225.347
354	,	-225.398
360	,	-225.398
366	,	-268.563
372	,	-270.011
378	,	-282.862
384	,	-288.628
390	,	-304.204
396	,	-304.381
402	,	-333.13
408	,	-375.4
414	,	-386.142
420	,	-389.539
426	,	-394.275
432	,	-409.663
438	,	-413.903
444	,	-413.903
450	,	-413.903
456	,	-413.903
462	,	-424.147
468	,	-424.207
474	,	-424.207
480	,	-424.207
486	,	-424.207
492	,	-424.207
498	,	-424.207
504	,	-424.207
510	,	-436.735
516	,	-436.699
522	,	-436.841
528	,	-442.942
534	,	-443.064
540	,	-443.274
546	,	-483.914
552	,	-510.1
558	,	-539.337
564	,	-613.69
570	,	-635.66
576	,	-655.416
582	,	-657.605
588	,	-660.564
594	,	-667.177
600	,	-679.622
606	,	-701.348
612	,	-715.368
618	,	-726.508
624	,	-729.373
630	,	-729.515
636	,	-734.48
642	,	-734.256
648	,	-759.769
654	,	-821.331
660	,	-866.713
666	,	-874.314
672	,	-875.088
678	,	-879.08
684	,	-923.556
690	,	-924.014
696	,	-938.932
702	,	-1042.49
708	,	-1135.27
714	,	-1160.36
720	,	-1160.36
